unix,date,trade,price,open,high,low,close,position_size,balance
1633039200,2021-10-01 00:00:00,NO SIGNAL,43816.74219,43816.74219,48436.01172,43320.02344,48116.94141,0.0,100.0
1633125600,2021-10-02 00:00:00,SHORT,48137.46875,48137.46875,48282.0625,47465.49609,47711.48828,0.002056610008186191,99.0
1633298400,2021-10-04 00:00:00,COVER,49112.90234,48208.90625,49456.77734,47045.00391,49112.90234,0.002056610008186191,96.98385265164985
1633384800,2021-10-05 00:00:00,LONG,49174.96094,49174.96094,51839.98438,49072.83984,51514.8125,0.001952498025210091,96.98385265164985
1633471200,2021-10-06 00:00:00,CLOSE,55361.44922,51486.66406,55568.46484,50488.19141,55361.44922,0.001952498025210091,107.98202759858704
1633557600,2021-10-07 00:00:00,SHORT,55338.625,55338.625,55338.625,53525.46875,53805.98438,0.0019317828609330494,106.90220732260117
1633644000,2021-10-08 00:00:00,COVER,53967.84766,53802.14453,55922.98047,53688.05469,53967.84766,0.0019317828609330494,109.5875301386441
1633730400,2021-10-09 00:00:00,LONG,53929.78125,53929.78125,55397.94531,53735.14453,54968.22266,0.0020117206545735367,109.5875301386441
1633903200,2021-10-11 00:00:00,CLOSE,57484.78906,54734.125,57793.03906,54519.76563,57484.78906,0.0020117206545735367,115.58277940243329
1633989600,2021-10-12 00:00:00,SHORT,57526.83203,57526.83203,57627.87891,54477.97266,56041.05859,0.001989105736758384,114.42695160840896
1634248800,2021-10-15 00:00:00,COVER,61593.94922,57345.90234,62757.12891,56868.14453,61593.94922,0.001989105736758384,106.26768449030457
1634335200,2021-10-16 00:00:00,SHORT,61609.52734,61609.52734,62274.47656,60206.12109,60892.17969,0.0017076093939954178,105.20500764540152
1634594400,2021-10-19 00:00:00,COVER,64261.99219,62043.16406,64434.53516,61622.93359,64261.99219,0.0017076093939954178,100.6409667797969
1634680800,2021-10-20 00:00:00,LONG,64284.58594,64284.58594,66930.39063,63610.67578,65992.83594,0.0015498980922890725,100.6409667797969
1634767200,2021-10-21 00:00:00,CLOSE,62210.17188,66002.23438,66600.54688,62117.41016,62210.17188,0.0015498980922890725,96.4616421184074
1634853600,2021-10-22 00:00:00,SHORT,62237.89063,62237.89063,63715.02344,60122.79688,60692.26563,0.0015343872475522444,95.49702569722332
1635026400,2021-10-24 00:00:00,COVER,60930.83594,61368.34375,61505.80469,59643.34375,60930.83594,0.0015343872475522444,97.53225519010641
1635112800,2021-10-25 00:00:00,LONG,60893.92578,60893.92578,63729.32422,60691.80078,63039.82422,0.0015856578698349995,97.53225519010641
1635285600,2021-10-27 00:00:00,CLOSE,58482.38672,60352.0,61435.18359,58208.1875,58482.38672,0.0015856578698349995,92.78104873370991
1635372000,2021-10-28 00:00:00,LONG,58470.73047,58470.73047,62128.63281,58206.91797,60622.13672,0.001570926812578485,92.78104873370991
1635458400,2021-10-29 00:00:00,CLOSE,62227.96484,60624.87109,62927.60938,60329.96484,62227.96484,0.001570926812578485,97.70583316209085
1635544800,2021-10-30 00:00:00,SHORT,62239.36328,62239.36328,62330.14453,60918.38672,61888.83203,0.001554141458602498,96.72877483046994
1636153200,2021-11-06 00:00:00,COVER,61527.48047,61068.875,61590.68359,60163.78125,61527.48047,0.001554141458602498,97.85597566836047
1636239600,2021-11-07 00:00:00,LONG,61554.92188,61554.92188,63326.98828,61432.48828,63326.98828,0.0015738370377682764,97.85597566836047
1636326000,2021-11-08 00:00:00,CLOSE,67566.82813,63344.06641,67673.74219,63344.06641,67566.82813,0.0015738370377682764,106.25434462584587
1636412400,2021-11-09 00:00:00,SHORT,67549.73438,67549.73438,68530.33594,66382.0625,66971.82813,0.00155724966419309,105.19180117958742
1636498800,2021-11-10 00:00:00,COVER,64995.23047,66953.33594,68789.625,63208.11328,64995.23047,0.00155724966419309,109.2202069736377
1636585200,2021-11-11 00:00:00,SHORT,64978.89063,64978.89063,65579.01563,64180.48828,64949.96094,0.0016640481832723053,108.12800490390133
1636930800,2021-11-15 00:00:00,COVER,63557.87109,65521.28906,66281.57031,63548.14453,63557.87109,0.0016640481832723053,110.52721835836945
