unix,date,trade,price,open,high,low,close,position_size,balance
1633816800,2021-10-10 00:00:00,LONG,54952.82031,54952.82031,56401.30469,54264.25781,54771.57813,0.0018015453882352338,99.0
1634248800,2021-10-15 00:00:00,CLOSE,61593.94922,57345.90234,62757.12891,56868.14453,61593.94922,0.0018015453882352338,109.8546522088813
1634421600,2021-10-17 00:00:00,LONG,60887.65234,60887.65234,61645.52344,59164.46875,61553.61719,0.001787795193695939,108.8546522088813
1634594400,2021-10-19 00:00:00,CLOSE,64261.99219,62043.16406,64434.53516,61622.93359,64261.99219,0.001787795193695939,113.7384079668619
1635026400,2021-10-24 00:00:00,LONG,61368.34375,61368.34375,61505.80469,59643.34375,60930.83594,0.0018370775725369303,112.7384079668619
1635199200,2021-10-26 00:00:00,CLOSE,60345.53802083333,63032.76172,63229.02734,59991.16016,60345.53802083333,0.0018370775725369303,109.78404055586493
1635372000,2021-10-28 00:00:00,LONG,58470.73047,58470.73047,62128.63281,58206.91797,60622.13672,0.0018604871134914166,108.78404055586493
1635458400,2021-10-29 00:00:00,CLOSE,62227.96484,60624.87109,62927.60938,60329.96484,62227.96484,0.0018604871134914166,114.6165834167808
1636153200,2021-11-06 00:00:00,LONG,61068.875,61068.875,61590.68359,60163.78125,61527.48047,0.001860466291818554,113.6165834167808
1636326000,2021-11-08 00:00:00,CLOSE,67566.82813,63344.06641,67673.74219,63344.06641,67566.82813,0.001860466291818554,124.44874811915302
1636758000,2021-11-13 00:00:00,LONG,64158.12109,64158.12109,64915.67578,63303.73438,64469.52734,0.0019241328458790286,123.44874811915302
1637017200,2021-11-16 00:00:00,CLOSE,63088.819071833335,63721.19531,63721.19531,59016.33594,63088.819071833335,0.0019241328458790286,114.60064735427248
1638054000,2021-11-28 00:00:00,LONG,54813.02344,54813.02344,57393.84375,53576.73438,57248.45703,0.0020725119729734158,113.60064735427248
1638140400,2021-11-29 00:00:00,CLOSE,57806.56641,57291.90625,58872.87891,56792.52734,57806.56641,0.0020725119729734158,118.6067529911958
1641250800,2022-01-04 00:00:00,SHORT,46458.85156,46458.85156,47406.54688,45752.46484,45897.57422,0.0025314175672059122,117.6067529911958
1641337200,2022-01-05 00:00:00,COVER,43569.00391,45899.35938,46929.04688,42798.22266,43569.00391,0.0025314175672059122,123.672942457965
1641423600,2022-01-06 00:00:00,SHORT,43565.51172,43565.51172,43748.71875,42645.53906,43160.92969,0.00281582696070223,122.672942457965
1642633200,2022-01-20 00:00:00,COVER,40680.41797,41744.02734,43413.02344,40672.82422,40680.41797,0.00281582696070223,129.48889855113478
1642719600,2022-01-21 00:00:00,SHORT,40699.60547,40699.60547,41060.52734,35791.42578,36457.31641,0.0031570059971673422,128.48889855113478
1642806000,2022-01-22 00:00:00,COVER,35030.25,36471.58984,36688.8125,34349.25,35030.25,0.0031570059971673422,144.92321689229829
1644447600,2022-02-10 00:00:00,SHORT,44347.80078,44347.80078,45661.17188,43402.80859,43565.11328,0.00324532929166591,143.92321689229829
1645052400,2022-02-17 00:00:00,COVER,40538.01172,43937.07031,44132.97266,40249.37109,40538.01172,0.00324532929166591,154.72436455454675
1645225200,2022-02-19 00:00:00,SHORT,40026.02344,40026.02344,40418.87891,39713.05859,40122.15625,0.003840610466462735,153.72436455454675
1645398000,2022-02-21 00:00:00,COVER,37075.28125,38423.21094,39394.4375,36950.47656,37075.28125,0.003840610466462735,163.40644573436097
