date,time,open,high,low,close,volume,position
2022-08-15,00:00,24318.31641,25135.58984,23839.77539,24136.97266,35123501685.0,0
2022-08-16,00:00,24126.13672,24228.41602,23733.5,23883.29102,27753685646.0,0
2022-08-17,00:00,23881.31641,24407.05859,23243.35352,23335.99805,30931623076.0,0
2022-08-18,00:00,23341.03906,23563.83203,23177.60156,23212.73828,23747613147.0,0
2022-08-19,00:00,23213.3125,23213.3125,20868.84766,20877.55273,40509610260.0,0
2022-08-20,00:00,20872.8418,21350.80664,20856.73047,21166.06055,27595671000.0,0
2022-08-21,00:00,21160.39258,21668.8457,21103.19727,21534.12109,23102307723.0,0
2022-08-22,00:00,21531.46289,21531.46289,20939.18359,21398.9082,31666498758.0,0
2022-08-23,00:00,21401.04492,21646.20313,20955.13867,21528.08789,31878280659.0,0
2022-08-24,00:00,21526.45508,21783.07617,21195.00586,21395.01953,31962253368.0,0
2022-08-25,00:00,21395.45898,21789.63672,21362.44141,21600.9043,31028679593.0,0
2022-08-26,00:00,21596.08594,21804.9082,20199.48242,20260.01953,42326789564.0,0
2022-08-27,00:00,20262.48047,20340.77539,19890.52344,20041.73828,30116729776.0,0
2022-08-28,00:00,20041.03516,20139.05469,19616.81445,19616.81445,24366810591.0,0
2022-08-29,00:00,19615.1543,20357.46289,19600.78516,20297.99414,32637854078.0,0
2022-08-30,00:00,20298.61133,20542.64453,19617.64063,19796.80859,34483360283.0,0
2022-08-31,00:00,19799.58203,20420.99023,19799.58203,20049.76367,33225232872.0,0
2022-09-01,00:00,20050.49805,20198.39063,19653.96875,20127.14063,30182031010.0,0
