unix,date,trade,price,open,high,low,close,balance
1635721200,2021-01-11 00:00:00,BUY,61320.449219,61320.449219,62419.003906,59695.183594,61004.40625,98.0
1635807600,2021-02-11 00:00:00,SELL,63226.402344,60963.253906,64242.792969,60673.054688,63226.402344,101.04602149248649
1635894000,2021-03-11 00:00:00,BUY,63254.335938,63254.335938,63516.9375,61184.238281,62970.046875,99.06672535547953
1636326000,2021-08-11 00:00:00,SELL,67566.828125,63344.066406,67673.742188,63344.066406,67566.828125,105.82079956639107
1636412400,2021-09-11 00:00:00,BUY,67549.734375,67549.734375,68530.335938,66382.0625,66971.828125,103.93081195696537
