unix,date,trade,price,open,high,low,close,position_size,balance
1602540000,2020-10-13 00:00:00,LONG,11548.71973,11548.71973,11548.98438,11321.22461,11425.89941,0.008572378784362445,99.0
1603144800,2020-10-20 00:00:00,CLOSE,11916.33496,11745.97461,11999.91797,11681.48047,11916.33496,0.008572378784362445,101.1298236284759
1603231200,2020-10-21 00:00:00,LONG,11913.07715,11913.07715,13184.56641,11900.92871,12823.68945,0.008405034431299382,100.1298236284759
1603317600,2020-10-22 00:00:00,CLOSE,12965.8916,12801.63574,13161.59375,12717.09375,12965.8916,0.008405034431299382,107.8889776771905
1603404000,2020-10-23 00:00:00,LONG,12971.54883,12971.54883,13015.96191,12752.64746,12931.53906,0.008240263292998798,106.8889776771905
1603753200,2020-10-27 00:00:00,CLOSE,13654.21875,13075.24219,13759.66895,13060.83789,13654.21875,0.008240263292998798,111.38921398459892
1603839600,2020-10-28 00:00:00,LONG,13654.21484,13654.21484,13837.69531,12932.25098,13271.28516,0.008084625537106234,110.38921398459892
1604444400,2020-11-04 00:00:00,CLOSE,14133.70703,13950.48828,14218.7666,13580.47168,14133.70703,0.008084625537106234,113.12307150082874
1604530800,2020-11-05 00:00:00,LONG,14133.7334,14133.7334,15706.4043,14102.08887,15579.84863,0.007933011634479306,112.12307150082874
1604617200,2020-11-06 00:00:00,CLOSE,15565.88086,15579.72949,15903.4375,15226.83984,15565.88086,0.007933011634479306,122.24947082366576
1604703600,2020-11-07 00:00:00,LONG,15565.88086,15565.88086,15737.0957,14423.20313,14833.75391,0.007789438446444962,121.24947082366576
1605308400,2020-11-14 00:00:00,CLOSE,16068.13867,16317.80859,16317.80859,15749.19336,16068.13867,0.007789438446444962,123.91015934771794
1605394800,2020-11-15 00:00:00,LONG,16068.13965,16068.13965,16123.11035,15793.53418,15955.58789,0.007649308633418427,122.91015934771794
1605567600,2020-11-17 00:00:00,CLOSE,17645.40625,16685.69141,17782.91992,16564.54492,17645.40625,0.007649308633418427,133.62540678461747
1605654000,2020-11-18 00:00:00,LONG,17645.19141,17645.19141,18393.94922,17352.90625,17804.00586,0.007516235086543472,132.62540678461747
