unix,date,trade,price,open,high,low,close,balance
1446332400,2015-11-01 00:00:00,LONG,315.005005,315.005005,327.471985,311.881012,325.431,99.0
1446418800,2015-11-02 00:00:00,CLOSE,361.188995,325.941986,365.359985,323.209015,361.188995,112.3795902860337
1446505200,2015-11-03 00:00:00,LONG,361.872986,361.872986,417.899994,357.647003,403.416992,111.3795902860337
1446591600,2015-11-04 00:00:00,CLOSE,411.562988,403.664001,495.562012,380.548004,411.562988,125.4067630528587
1446678000,2015-11-05 00:00:00,LONG,408.076996,408.076996,447.561005,374.580994,386.354004,124.4067630528587
1447282800,2015-11-12 00:00:00,CLOSE,338.152008,314.07901,345.080994,313.355988,338.152008,102.0584673382406
1448578800,2015-11-27 00:00:00,LONG,351.860992,351.860992,363.588989,347.869995,358.041992,101.0584673382406
1448751600,2015-11-29 00:00:00,CLOSE,371.294006,357.471985,371.938995,355.665985,371.294006,105.57345085428838
1448838000,2015-11-30 00:00:00,LONG,371.437012,371.437012,382.363007,370.382996,377.321014,104.57345085428838
1449442800,2015-12-07 00:00:00,CLOSE,395.536011,389.977997,399.968994,385.411011,395.536011,110.24464075576742
1449529200,2015-12-08 00:00:00,LONG,395.753998,395.753998,415.562988,389.950012,415.562988,109.24464075576742
1449615600,2015-12-09 00:00:00,CLOSE,417.562988,414.44101,423.119995,406.290985,417.562988,114.11218499123078
1449702000,2015-12-10 00:00:00,LONG,417.988007,417.988007,419.509003,411.548004,415.479004,113.11218499123078
1449788400,2015-12-11 00:00:00,CLOSE,451.937988,415.281006,451.937988,415.281006,451.937988,121.07643167424281
1449874800,2015-12-12 00:00:00,LONG,452.334991,452.334991,469.102997,410.740997,434.997009,120.07643167424281
1450479600,2015-12-19 00:00:00,CLOSE,462.321991,463.552002,465.580994,456.765015,462.321991,121.50029581543755
1450566000,2015-12-20 00:00:00,LONG,462.234009,462.234009,462.644989,434.338013,442.684998,120.50029581543755
1451170800,2015-12-27 00:00:00,CLOSE,422.822998,416.514008,424.006989,408.882996,422.822998,109.12393374587126
1452294000,2016-01-09 00:00:00,LONG,453.382996,453.382996,454.640015,446.889008,447.610992,108.12393374587126
1452898800,2016-01-16 00:00:00,CLOSE,387.536011,365.072998,390.557007,354.914001,387.536011,91.49637097931259
1455404400,2016-02-14 00:00:00,LONG,392.932007,392.932007,407.230011,392.932007,407.230011,90.49637097931259
1455663600,2016-02-17 00:00:00,CLOSE,416.321991,407.656006,421.166992,406.783997,416.321991,94.92449682506575
1455750000,2016-02-18 00:00:00,LONG,416.571991,416.571991,425.996002,415.638,422.372986,93.92449682506575
1456009200,2016-02-21 00:00:00,CLOSE,438.798004,437.77301,448.04599,429.076996,438.798004,97.94643854537918
1456095600,2016-02-22 00:00:00,LONG,438.989014,438.989014,439.045013,432.916992,437.747986,96.94643854537918
1456700400,2016-02-29 00:00:00,CLOSE,437.696991,433.437988,441.506989,431.692993,437.696991,95.69449679914791
1456786800,2016-03-01 00:00:00,LONG,437.916992,437.916992,439.653015,432.319,435.122986,94.69449679914791
1457391600,2016-03-08 00:00:00,CLOSE,413.971985,414.464996,416.243011,411.093994,413.971985,88.62149866163269
1459033200,2016-03-27 00:00:00,LONG,418.140015,418.140015,428.796997,417.710999,426.765015,87.62149866163269
