unix,date,trade,price,open,high,low,close,balance
1602021600,2020-10-07 00:00:00,LONG,10603.35547,10603.35547,10680.50781,10562.50684,10668.96875,99.0
1602280800,2020-10-10 00:00:00,CLOSE,11296.36133,11059.14258,11442.21094,11056.94043,11296.36133,104.41566135227379
1602367200,2020-10-11 00:00:00,LONG,11296.08203,11296.08203,11428.81348,11288.62793,11384.18164,103.41566135227379
1602972000,2020-10-18 00:00:00,CLOSE,11483.35938,11355.98242,11483.35938,11347.57813,11483.35938,104.0788841350377
1603058400,2020-10-19 00:00:00,LONG,11495.03809,11495.03809,11799.09277,11408.29004,11742.03711,103.0788841350377
1603231200,2020-10-21 00:00:00,CLOSE,12823.68945,11913.07715,13184.56641,11900.92871,12823.68945,113.84330114997059
1603317600,2020-10-22 00:00:00,LONG,12801.63574,12801.63574,13161.59375,12717.09375,12965.8916,112.84330114997059
1603753200,2020-10-27 00:00:00,CLOSE,13654.21875,13075.24219,13759.66895,13060.83789,13654.21875,119.15502660522404
1603839600,2020-10-28 00:00:00,LONG,13654.21484,13654.21484,13837.69531,12932.25098,13271.28516,118.15502660522404
1604444400,2020-11-04 00:00:00,CLOSE,14133.70703,13950.48828,14218.7666,13580.47168,14133.70703,121.08120929921525
1604530800,2020-11-05 00:00:00,LONG,14133.7334,14133.7334,15706.4043,14102.08887,15579.84863,120.08120929921525
1604617200,2020-11-06 00:00:00,CLOSE,15565.88086,15579.72949,15903.4375,15226.83984,15565.88086,130.92634812975498
1604703600,2020-11-07 00:00:00,LONG,15565.88086,15565.88086,15737.0957,14423.20313,14833.75391,129.92634812975498
1605308400,2020-11-14 00:00:00,CLOSE,16068.13867,16317.80859,16317.80859,15749.19336,16068.13867,132.77744134354387
1605394800,2020-11-15 00:00:00,LONG,16068.13965,16068.13965,16123.11035,15793.53418,15955.58789,131.77744134354387
1605567600,2020-11-17 00:00:00,CLOSE,17645.40625,16685.69141,17782.91992,16564.54492,17645.40625,143.26573407777505
1605654000,2020-11-18 00:00:00,LONG,17645.19141,17645.19141,18393.94922,17352.90625,17804.00586,142.26573407777505
1605826800,2020-11-20 00:00:00,CLOSE,18621.31445,17817.08398,18773.22656,17765.79492,18621.31445,148.6344443131834
1605913200,2020-11-21 00:00:00,LONG,18621.31641,18621.31641,18936.62109,18444.35938,18642.23242,147.6344443131834
1606518000,2020-11-28 00:00:00,CLOSE,17717.41406,17112.93359,17853.93945,16910.65234,17717.41406,139.06340006283884
1606604400,2020-11-29 00:00:00,LONG,17719.63477,17719.63477,18283.62891,17559.11719,18177.48438,138.06340006283884
1606690800,2020-11-30 00:00:00,CLOSE,19625.83594,18178.32227,19749.26367,18178.32227,19625.83594,151.38650301663876
1606950000,2020-12-03 00:00:00,LONG,19205.92578,19205.92578,19566.19141,18925.78516,19445.39844,150.38650301663876
1607554800,2020-12-10 00:00:00,CLOSE,18264.99219,18553.29883,18553.29883,17957.06445,18264.99219,141.58860401727094
1608073200,2020-12-16 00:00:00,LONG,19418.81836,19418.81836,21458.9082,19298.31641,21310.59766,140.58860401727094
1608159600,2020-12-17 00:00:00,CLOSE,22805.16211,21308.35156,23642.66016,21234.67578,22805.16211,163.454046870138
1608246000,2020-12-18 00:00:00,LONG,22806.79688,22806.79688,23238.60156,22399.8125,23137.96094,162.454046870138
1608850800,2020-12-25 00:00:00,CLOSE,24664.79102,23733.57031,24710.10156,23463.67383,24664.79102,173.9317531573152
1608937200,2020-12-26 00:00:00,LONG,24677.01563,24677.01563,26718.07031,24522.68945,26437.03711,172.9317531573152
1609023600,2020-12-27 00:00:00,CLOSE,26272.29492,26439.37305,28288.83984,25922.76953,26272.29492,182.2700502857286
1609110000,2020-12-28 00:00:00,LONG,26280.82227,26280.82227,27389.11133,26207.64063,27084.80859,181.2700502857286
