unix,data,operation,price,open,high,low,close
1448578800,2015-11-27,HOLD,358.041992,351.860992,363.588989,347.869995,358.041992
1448665200,2015-11-28,HOLD,357.381012,357.140991,359.536011,352.171997,357.381012
1448751600,2015-11-29,HOLD,371.294006,357.471985,371.938995,355.665985,371.294006
1448838000,2015-11-30,HOLD,377.321014,371.437012,382.363007,370.382996,377.321014
1448924400,2015-12-01,HOLD,362.488007,377.414001,378.931,356.562988,362.488007
1449010800,2015-12-02,HOLD,359.187012,361.845001,362.231995,349.464996,359.187012
1449097200,2015-12-03,HOLD,361.04599,359.330994,370.274994,357.411987,361.04599
1449183600,2015-12-04,HOLD,363.183014,361.261993,363.515991,355.756989,363.183014
1449270000,2015-12-05,HOLD,388.949005,363.721008,389.785004,363.229004,388.949005
1449356400,2015-12-06,HOLD,388.78299,389.554993,402.80899,387.088989,388.78299
1449442800,2015-12-07,HOLD,395.536011,389.977997,399.968994,385.411011,395.536011
1449529200,2015-12-08,SSELL,415.562988,395.753998,415.562988,389.950012,415.562988
1449615600,2015-12-09,BUY,414.44101,414.44101,423.119995,406.290985,417.562988
1449615600,2015-12-09,HOLD,417.562988,414.44101,423.119995,406.290985,417.562988
1449702000,2015-12-10,HOLD,415.479004,417.988007,419.509003,411.548004,415.479004
1449788400,2015-12-11,SSELL,451.937988,415.281006,451.937988,415.281006,451.937988
1449874800,2015-12-12,BUY,452.334991,452.334991,469.102997,410.740997,434.997009
1449874800,2015-12-12,HOLD,434.997009,452.334991,469.102997,410.740997,434.997009
1449961200,2015-12-13,HOLD,433.755005,431.660004,441.679993,426.268005,433.755005
1450047600,2015-12-14,HOLD,444.182007,433.272003,447.141998,430.455994,444.182007
1450134000,2015-12-15,SSELL,465.321014,443.877991,465.321014,443.877991,465.321014
1450220400,2015-12-16,BUY,465.208008,465.208008,465.208008,443.851013,454.93399
1450220400,2015-12-16,HOLD,454.93399,465.208008,465.208008,443.851013,454.93399
1450306800,2015-12-17,HOLD,456.078003,454.777008,457.859985,448.858002,456.078003
1450393200,2015-12-18,HOLD,463.615997,455.846985,465.177002,454.940002,463.615997
1450479600,2015-12-19,HOLD,462.321991,463.552002,465.580994,456.765015,462.321991
1450566000,2015-12-20,HOLD,442.684998,462.234009,462.644989,434.338013,442.684998
1450652400,2015-12-21,HOLD,438.639008,442.838013,444.729004,427.312012,438.639008
1450738800,2015-12-22,HOLD,436.571991,437.436005,443.687988,435.515991,436.571991
1450825200,2015-12-23,HOLD,442.401001,436.720001,444.528992,436.618988,442.401001
1450911600,2015-12-24,HOLD,454.984985,443.091003,458.455994,443.076996,454.984985
1450998000,2015-12-25,HOLD,455.653015,454.855011,458.304993,452.075012,455.653015
1451084400,2015-12-26,HOLD,417.273987,455.756012,457.489014,405.76001,417.273987
1451170800,2015-12-27,HOLD,422.822998,416.514008,424.006989,408.882996,422.822998
1451257200,2015-12-28,HOLD,422.278992,423.342987,429.769012,418.480988,422.278992
1451343600,2015-12-29,HOLD,432.983002,422.097992,432.983002,420.627014,432.983002
1451430000,2015-12-30,HOLD,426.619995,433.299988,434.386993,422.084015,426.619995
1451516400,2015-12-31,HOLD,430.566986,425.875,432.92099,418.734985,430.566986
1451602800,2016-01-01,HOLD,434.334015,430.721008,436.246002,427.515015,434.334015
1451689200,2016-01-02,HOLD,433.437988,434.622009,436.062012,431.869995,433.437988
1451775600,2016-01-03,HOLD,430.010986,433.578003,433.743011,424.705994,430.010986
1451862000,2016-01-04,HOLD,433.091003,430.061005,434.516998,429.084015,433.091003
1451948400,2016-01-05,HOLD,431.959991,433.069,434.182007,429.675995,431.959991
1452034800,2016-01-06,HOLD,429.105011,431.855988,431.855988,426.341003,429.105011
1452121200,2016-01-07,HOLD,458.048004,430.010986,458.765991,429.076996,458.048004
1452207600,2016-01-08,HOLD,453.230011,457.537994,462.93399,447.937988,453.230011
1452294000,2016-01-09,HOLD,447.610992,453.382996,454.640015,446.889008,447.610992
1452380400,2016-01-10,HOLD,447.990997,448.238007,448.30899,440.351013,447.990997
1452466800,2016-01-11,HOLD,448.428009,448.697998,450.661987,443.855011,448.428009
1452553200,2016-01-12,HOLD,435.690002,448.182007,448.182007,435.690002,435.690002
1452639600,2016-01-13,HOLD,432.371002,434.665009,435.186005,424.442993,432.371002
1452726000,2016-01-14,HOLD,430.306,432.287994,433.324005,427.845001,430.306
1452812400,2016-01-15,HOLD,364.330994,430.255005,430.255005,364.330994,364.330994
1452898800,2016-01-16,HOLD,387.536011,365.072998,390.557007,354.914001,387.536011
1452985200,2016-01-17,HOLD,382.299011,387.152008,390.964996,380.09201,382.299011
1453071600,2016-01-18,HOLD,387.167999,381.733002,388.104004,376.665009,387.167999
1453158000,2016-01-19,HOLD,380.148987,387.026001,387.730011,378.971985,380.148987
1453244400,2016-01-20,HOLD,420.230011,379.73999,425.266998,376.598999,420.230011
1453330800,2016-01-21,HOLD,410.261993,419.631989,422.877014,406.299988,410.261993
1453417200,2016-01-22,HOLD,382.492004,409.751007,410.410004,375.282013,382.492004
1453503600,2016-01-23,HOLD,387.490997,382.43399,394.542999,381.980988,387.490997
1453590000,2016-01-24,HOLD,402.971008,388.10199,405.484985,387.51001,402.971008
1453676400,2016-01-25,HOLD,391.726013,402.316986,402.316986,388.553986,391.726013
1453762800,2016-01-26,HOLD,392.153015,392.002014,397.765991,390.575012,392.153015
1453849200,2016-01-27,HOLD,394.971985,392.444,396.842987,391.782013,394.971985
1453935600,2016-01-28,HOLD,380.289001,395.145996,395.502014,379.734985,380.289001
1454022000,2016-01-29,HOLD,379.473999,380.108002,384.378998,365.451996,379.473999
1454108400,2016-01-30,HOLD,378.255005,378.86499,380.916992,376.490997,378.255005
1454194800,2016-01-31,HOLD,368.766998,378.292999,380.346985,367.834991,368.766998
1454281200,2016-02-01,HOLD,373.056,369.350006,378.071991,367.957001,373.056
1454367600,2016-02-02,HOLD,374.447998,372.920013,375.882996,372.920013,374.447998
1454454000,2016-02-03,HOLD,369.949005,374.645996,374.950012,368.045013,369.949005
1454540400,2016-02-04,HOLD,389.593994,370.174011,391.608002,369.993011,389.593994
1454626800,2016-02-05,HOLD,386.549011,388.89801,391.093994,385.571991,386.549011
1454713200,2016-02-06,HOLD,376.522003,386.588989,386.631012,372.386993,376.522003
1454799600,2016-02-07,HOLD,376.619995,376.514008,380.871002,374.903015,376.619995
1454886000,2016-02-08,HOLD,373.446991,376.756989,379.878998,373.334015,373.446991
1454972400,2016-02-09,HOLD,376.028992,373.423004,377.246002,372.89801,376.028992
1455058800,2016-02-10,HOLD,381.648987,376.145996,385.483002,375.78299,381.648987
1455145200,2016-02-11,HOLD,379.653992,382.114014,383.130005,376.398987,379.653992
1455231600,2016-02-12,HOLD,384.263,379.686005,384.95401,379.600006,384.263
1455318000,2016-02-13,HOLD,391.859985,384.640991,391.859985,384.640991,391.859985
1455404400,2016-02-14,HOLD,407.230011,392.932007,407.230011,392.932007,407.230011
1455490800,2016-02-15,HOLD,400.184998,407.567993,410.381012,397.748993,400.184998
1455577200,2016-02-16,HOLD,407.488007,401.432007,408.945007,401.432007,407.488007
1455663600,2016-02-17,HOLD,416.321991,407.656006,421.166992,406.783997,416.321991
1455750000,2016-02-18,HOLD,422.372986,416.571991,425.996002,415.638,422.372986
1455836400,2016-02-19,HOLD,420.785004,422.730011,423.104004,417.604004,420.785004
1455922800,2016-02-20,HOLD,437.164001,421.601013,441.984009,421.601013,437.164001
1456009200,2016-02-21,HOLD,438.798004,437.77301,448.04599,429.076996,438.798004
1456095600,2016-02-22,HOLD,437.747986,438.989014,439.045013,432.916992,437.747986
1456182000,2016-02-23,HOLD,420.735992,438.255005,439.858002,417.821014,420.735992
1456268400,2016-02-24,HOLD,424.954987,420.955994,425.549988,413.907013,424.954987
1456354800,2016-02-25,HOLD,424.544006,425.036987,427.718994,420.415009,424.544006
1456441200,2016-02-26,HOLD,432.152008,424.628998,432.152008,421.619995,432.152008
1456527600,2016-02-27,HOLD,432.519012,432.838989,434.230988,428.102997,432.519012
1456614000,2016-02-28,HOLD,433.503998,432.571014,435.683014,423.820007,433.503998
1456700400,2016-02-29,HOLD,437.696991,433.437988,441.506989,431.692993,437.696991
1456786800,2016-03-01,HOLD,435.122986,437.916992,439.653015,432.319,435.122986
1456873200,2016-03-02,HOLD,423.989014,435.131012,435.916992,423.989014,423.989014
1456959600,2016-03-03,HOLD,421.651001,423.911987,425.372986,419.411011,421.651001
1457046000,2016-03-04,HOLD,410.938995,421.835999,425.178009,410.938995,410.938995
1457132400,2016-03-05,HOLD,400.570007,410.781006,411.256989,394.035004,400.570007
1457218800,2016-03-06,HOLD,407.707001,400.524994,411.907013,395.778015,407.707001
1457305200,2016-03-07,HOLD,414.321014,407.756989,415.916992,406.30899,414.321014
1457391600,2016-03-08,HOLD,413.971985,414.464996,416.243011,411.093994,413.971985
1457478000,2016-03-09,HOLD,414.859985,413.894012,416.032013,411.605988,414.859985
1457564400,2016-03-10,HOLD,417.131012,414.743988,417.511993,413.251007,417.131012
1457650800,2016-03-11,HOLD,421.690002,417.238007,423.925995,417.013,421.690002
1457737200,2016-03-12,HOLD,411.623993,421.605011,421.795013,410.093994,411.623993
1457823600,2016-03-13,HOLD,414.065002,411.64801,416.604004,411.641998,414.065002
1457910000,2016-03-14,HOLD,416.437988,414.200989,416.68399,414.200989,416.437988
1457996400,2016-03-15,HOLD,416.829987,416.388,418.131012,414.984985,416.829987
1458082800,2016-03-16,HOLD,417.010986,416.888,417.686005,415.911987,417.010986
1458169200,2016-03-17,HOLD,420.621002,417.889008,420.997009,417.889008,420.621002
1458255600,2016-03-18,HOLD,409.548004,420.546997,420.546997,406.136993,409.548004
1458342000,2016-03-19,HOLD,410.444,409.265015,410.984009,407.230011,410.444
1458428400,2016-03-20,HOLD,413.755005,410.401001,414.625,410.401001,413.755005
1458514800,2016-03-21,HOLD,413.307007,413.417999,413.417999,410.381012,413.307007
1458601200,2016-03-22,HOLD,418.088989,413.131989,418.375,412.531006,418.088989
1458687600,2016-03-23,HOLD,418.040985,418.161011,419.268005,417.364014,418.040985
1458774000,2016-03-24,HOLD,416.394012,418.424011,418.679993,415.485992,416.394012
1458860400,2016-03-25,HOLD,417.177002,416.507996,418.079987,415.558014,417.177002
1458946800,2016-03-26,HOLD,417.945007,417.36499,418.987,416.259003,417.945007
1459033200,2016-03-27,HOLD,426.765015,418.140015,428.796997,417.710999,426.765015
1459116000,2016-03-28,HOLD,424.230988,426.548004,426.856995,423.292999,424.230988
1459202400,2016-03-29,HOLD,416.515991,424.303986,426.203003,412.681,416.515991
1459288800,2016-03-30,HOLD,414.81601,416.834015,416.834015,412.496002,414.81601
1459375200,2016-03-31,HOLD,416.729004,415.256989,418.368988,415.256989,416.729004
1459461600,2016-04-01,HOLD,417.959991,416.76001,418.173004,415.830994,417.959991
