Mode,Date,Price,Holding,Balance,Profit to Initial Balance
Take Profit Long,2021-12-07,50581.828125,0.0022775472825197866,115.20250519097667,15.202505190976666
Short,2021-12-08,50667.648438,0.0022736895976521476,115.20250519097667,0.0
Hold Position Short,2021-12-09,50450.082031,0.0022736895976521476,115.20250519097667,0.0
Hold Position Short,2021-12-10,47642.144531,0.0022736895976521476,115.20250519097667,0.0
Hold Position Short,2021-12-11,47264.632813,0.0022736895976521476,115.20250519097667,0.0
Hold Position Short,2021-12-12,49354.855469,0.0022736895976521476,115.20250519097667,0.0
Hold Position Short,2021-12-13,50114.742188,0.0022736895976521476,115.20250519097667,0.0
Hold Position Short,2021-12-14,46709.824219,0.0022736895976521476,115.20250519097667,0.0
Hold Position Short,2021-12-15,48379.753906,0.0022736895976521476,115.20250519097667,0.0
Hold Position Closed,2021-12-16,48900.464844,0.0,111.18447823615735,11.184478236157346
Short,2021-12-16,48900.464844,0.0022736895976521476,111.18447823615735,0.0
Hold Position Short,2021-12-17,47653.730469,0.0022736895976521476,111.18447823615735,0.0
Hold Position Short,2021-12-18,46219.253906,0.0022736895976521476,111.18447823615735,0.0
Hold Position Short,2021-12-19,46853.867188,0.0022736895976521476,111.18447823615735,0.0
Hold Position Short,2021-12-20,46707.0625,0.0022736895976521476,111.18447823615735,0.0
Hold Position Short,2021-12-21,46886.078125,0.0022736895976521476,111.18447823615735,0.0
Hold Position Short,2021-12-22,48937.097656,0.0022736895976521476,111.18447823615735,0.0
Hold Position Short,2021-12-23,48626.34375,0.0022736895976521476,111.18447823615735,0.0
Hold Position Closed,2021-12-24,50806.050781,0.0,106.85176731376824,6.851767313768235
Long,2021-12-24,50806.050781,0.0021031307427210565,106.85176731376824,0.0
Take Profit Long,2021-12-25,50854.917969,0.0021031307427210565,106.95454139916137,6.954541399161371
Long,2021-12-26,50428.691406,0.0021209065398519527,106.95454139916137,0.0
Take Profit Long,2021-12-27,50802.609375,0.0021209065398519527,107.74758646498162,7.747586464981623
Short,2021-12-28,50679.859375,0.0021260435169662825,107.74758646498162,0.0
Hold Position Short,2021-12-29,47623.871094,0.0021260435169662825,107.74758646498162,0.0
Take Profit Short,2021-12-30,46490.605469,0.0021260435169662825,116.6541225727586,-1.1589496427953492
Short,2021-12-31,47169.371094,0.0024730904794191145,116.6541225727586,0.0
Hold Position Short,2022-01-01,46311.746094,0.0024730904794191145,116.6541225727586,0.0
Hold Position Short,2022-01-02,47680.925781,0.0024730904794191145,116.6541225727586,0.0
Hold Position Short,2022-01-03,47343.542969,0.0024730904794191145,116.6541225727586,0.0
Hold Position Short,2022-01-04,46458.851563,0.0024730904794191145,116.6541225727586,0.0
Hold Position Short,2022-01-05,45899.359375,0.0024730904794191145,116.6541225727586,0.0
Hold Position Short,2022-01-06,43565.511719,0.0024730904794191145,116.6541225727586,0.0
Hold Position Short,2022-01-07,43153.570313,0.0024730904794191145,116.6541225727586,0.0
Hold Position Closed,2022-01-08,41561.464844,0.0,102.78526301640863,2.785263016408635
Long,2022-01-08,41561.464844,0.0024730904794191145,102.78526301640863,0.0
Take Profit Long,2022-01-09,41734.726563,0.0024730904794191145,103.2137549241153,3.2137549241153067
Short,2022-01-10,41910.230469,0.002462734128853337,103.2137549241153,0.0
Hold Position Short,2022-01-11,41819.507813,0.002462734128853337,103.2137549241153,0.0
Hold Position Short,2022-01-12,42742.179688,0.002462734128853337,103.2137549241153,0.0
Hold Position Short,2022-01-13,43946.742188,0.002462734128853337,103.2137549241153,0.0
Hold Position Short,2022-01-14,42598.871094,0.002462734128853337,103.2137549241153,0.0
Hold Position Short,2022-01-15,43101.898438,0.002462734128853337,103.2137549241153,0.0
Hold Position Short,2022-01-16,43172.039063,0.002462734128853337,103.2137549241153,0.0
Hold Position Short,2022-01-17,43118.121094,0.002462734128853337,103.2137549241153,0.0
Hold Position Closed,2022-01-18,42250.074219,0.0,102.37681012251281,2.3768101225128078
Long,2022-01-18,42250.074219,0.002423115509616634,102.37681012251281,0.0
Take Profit Long,2022-01-19,42374.039063,0.002423115509616634,102.67719125865639,2.677191258656393
Short,2022-01-20,41744.027344,0.00245968579918091,102.67719125865639,0.0
Hold Position Short,2022-01-21,40699.605469,0.00245968579918091,102.67719125865639,0.0
Take Profit Short,2022-01-22,36471.589844,0.00245968579918091,115.64573090447529,-10.2913483871625
Long,2022-01-23,35047.359375,0.003299698835141564,115.64573090447529,0.0
Take Profit Long,2022-01-24,36275.734375,0.003299698835141564,119.6989984610923,19.6989984610923
Long,2022-01-25,36654.804688,0.0032655745810120005,119.6989984610923,0.0
Take Profit Long,2022-01-26,36950.515625,0.0032655745810120005,120.66466458028675,20.664664580286754
Long,2022-01-27,36841.878906,0.0032752038756806057,120.66466458028675,0.0
Take Profit Long,2022-01-28,37128.445313,0.0032752038756806057,121.60322798713301,21.60322798713301
Long,2022-01-29,37780.714844,0.003218658738704224,121.60322798713301,0.0
Take Profit Long,2022-01-30,38151.917969,0.003218658738704224,122.79800416924857,22.79800416924857
Long,2022-01-31,37920.28125,0.003238319973411288,122.79800416924857,0.0
Take Profit Long,2022-02-01,38481.765625,0.003238319973411288,124.61627023556942,24.616270235569417
Short,2022-02-02,38743.714844,0.0032164254444193535,124.61627023556942,0.0
Hold Position Short,2022-02-03,36944.804688,0.0032164254444193535,124.61627023556942,0.0
Hold Position Short,2022-02-04,37149.265625,0.0032164254444193535,124.61627023556942,0.0
Hold Position Short,2022-02-05,41501.480469,0.0032164254444193535,124.61627023556942,0.0
Hold Position Short,2022-02-06,41441.121094,0.0032164254444193535,124.61627023556942,0.0
Hold Position Short,2022-02-07,42406.78125,0.0032164254444193535,124.61627023556942,0.0
Hold Position Short,2022-02-08,43854.652344,0.0032164254444193535,124.61627023556942,0.0
Hold Position Short,2022-02-09,44096.703125,0.0032164254444193535,124.61627023556942,0.0
Hold Position Closed,2022-02-10,44347.800781,0.0,106.59114563508996,6.591145635089958
Short,2022-02-10,44347.800781,0.0024035272044596397,106.59114563508996,0.0
Hold Position Short,2022-02-11,43571.128906,0.0024035272044596397,106.59114563508996,0.0
Hold Position Short,2022-02-12,42412.300781,0.0024035272044596397,106.59114563508996,0.0
Hold Position Short,2022-02-13,42236.566406,0.0024035272044596397,106.59114563508996,0.0
Hold Position Short,2022-02-14,42157.398438,0.0024035272044596397,106.59114563508996,0.0
Hold Position Short,2022-02-15,42586.464844,0.0024035272044596397,106.59114563508996,0.0
