date,time,open,high,low,close,volume,position,ema-1,ema-20,ema-25,ema-30,ema-35,ema-40,ema-45,ema-50,ema-55,ema-200,rsi,trend,signal
02/17/2020,00:00,9936.560547,9938.81543,9507.637695,9690.142578,45998298413,0,9690.142578,9695.802244631965,9568.482811687081,9446.345001509553,9333.74335836036,9232.569557919429,9143.293025325984,9065.586261637563,8998.70223412822,8780.61943245068,57.34707257332465,1,2
02/18/2020,00:00,9691.230469,10161.935547,9632.382813,10141.996094,47271023953,0,10141.996094,9738.296896952728,9612.599218018846,9491.225717154099,9378.646288118118,9276.93182797214,9186.71489787703,9107.798411926287,9039.53415769507,8794.165468884006,65.81441255997456,1,1
02/19/2020,00:00,10143.798828,10191.675781,9611.223633,9633.386719,46992019710,0,9633.386719,9728.305451433422,9614.19825655586,9500.397394692545,9392.798534278223,9294.319871436914,9206.135411838897,9128.409718086043,9060.743177741675,8802.515929084166,50.320470618914875,1,2
02/20/2020,00:00,9629.325195,9643.216797,9507.900391,9608.475586,44925260237,0,9608.475586,9716.893083296905,9613.758051128487,9507.37018122851,9404.780592707211,9309.644540439991,9223.628462889379,9147.235830553256,9080.305049465187,8810.535428157955,47.99338439192032,1,2
02/21/2020,00:00,9611.782227,9723.014648,9589.743164,9686.441406,40930547513,0,9686.441406,9713.992923554344,9619.349078426296,9518.923163471833,9420.428415667922,9328.024875345358,9243.750764763754,9168.381147237442,9101.952776484286,8819.250910524543,48.19600118441298,1,2
02/22/2020,00:00,9687.707031,9698.231445,9600.728516,9663.181641,35838025154,0,9663.181641,9709.153753787263,9622.72081400889,9528.230162022037,9433.91470596415,9344.373985865097,9261.986889817505,9187.785088169308,9121.996664502703,8827.648231225792,46.62205959226346,1,2
02/23/2020,00:00,9663.318359,9937.404297,9657.791016,9924.515625,41185185761,0,9924.515625,9729.664408188475,9645.935799469746,9553.796966085132,9461.170312577251,9372.673578018019,9290.792486999353,9216.676481770512,9150.658055949036,8838.56233464643,46.7961263713172,1,2
02/24/2020,00:00,9921.583008,9951.746094,9537.042969,9650.174805,45080496648,0,9650.174805,9722.093969789574,9646.261876818227,9560.014891176415,9471.670562156294,9386.21022323665,9306.417805173294,9233.676416014805,9168.497939843712,8846.638080620098,46.57437282643849,1,2
02/25/2020,00:00,9651.3125,9652.737305,9305.021484,9341.705078,42515259129,0,9341.705078,9685.866456285805,9622.834430755287,9545.930387100518,9464.450257480943,9384.039240542179,9307.95203442663,9237.912834131872,9174.68390906358,8851.564120395024,35.4117591366344,1,2
02/26/2020,00:00,9338.290039,9354.77832,8704.426758,8820.522461,50420050762,0,8820.522461,9603.452742449062,9561.118125389497,9499.129875739196,9428.676491009779,9356.550617149876,9286.759444277646,9221.544584205132,9162.035285918453,8851.255248162239,27.684771009242837,1,2
02/27/2020,00:00,8825.09375,8932.892578,8577.199219,8784.494141,45470195695,0,8784.494141,9525.4566851682,9501.377818897998,9453.024344465699,9392.888582675903,9328.645423191345,9264.92182239601,9204.405351138264,9148.551673599937,8850.590958538733,28.31983989207528,1,2
02/28/2020,00:00,8788.728516,8890.456055,8492.932617,8672.455078,44605450443,0,8672.455078,9444.218436866468,9437.614531136614,9402.665036951783,9352.864499082798,9296.63613806006,9239.162398726618,9183.544556113235,9131.548223757083,8848.818462214966,25.246552154813557,1,2
02/29/2020,00:00,8671.212891,8775.631836,8599.508789,8599.508789,35792392544,0,8599.508789,9363.769898974422,9373.144858664567,9350.84850482586,9311.011404078197,9262.629925910787,9211.351372216765,9160.64119269703,9112.546815372902,8846.337768949146,28.227356424462073,0,2
03/01/2020,00:00,8599.758789,8726.796875,8471.212891,8562.454102,35349164300,0,8562.454102,9287.454108786382,9310.784031228832,9299.98434980484,9269.424887296074,9228.475007671235,9183.138447424732,9137.182875414794,9092.900647038156,8843.513055845176,26.77984747077977,0,2
03/02/2020,00:00,8563.264648,8921.308594,8532.630859,8869.669922,42857674409,0,8869.669922,9247.66513861625,9276.852176672768,9272.222128656142,9247.21627811296,9210.97232056532,9169.509381101916,9126.692171359313,9084.928121143936,8843.7733231701,36.403458800137365,0,2
03/03/2020,00:00,8865.387695,8901.598633,8704.990234,8787.786133,42386715821,0,8787.786133,9203.867138081368,9239.231711774863,9240.968193452522,9221.692381162238,9190.329091903597,9152.912718140962,9113.401738482478,9074.315907281652,8843.216236700746,24.42224085217464,0,2
03/04/2020,00:00,8788.541992,8843.366211,8712.431641,8755.246094,34746706368,0,8755.246094,9161.141324359334,9202.002048869104,9209.631283810424,9195.778698542113,9169.10553103025,9135.622864917443,9099.35641909101,9062.920556807308,8842.340911897754,29.77726600274542,0,2
03/05/2020,00:00,8760.285156,9142.054688,8757.253906,9078.762695,39698054597,0,9078.762695,9153.295740610827,9192.522098571482,9201.188149048461,9189.27780945644,9164.698563419019,9133.150683616685,9098.548822067833,9063.486347457048,8844.693367451011,39.276100274174446,0,2
03/06/2020,00:00,9078.308594,9167.695313,9032.079102,9122.545898,40826885651,0,9122.545898,9150.3671841717,9187.139313912137,9196.114455432433,9185.570481042194,9162.642335837601,9132.689605981177,9099.489883869093,9065.595617119296,8847.458069247517,38.423864150232916,0,2
03/07/2020,00:00,9121.600586,9163.220703,8890.744141,8909.954102,36216930370,0,8909.954102,9127.470700155349,9165.817374534281,9177.65249714647,9170.258459984294,9150.31608052845,9123.00545363417,9092.057108109522,9060.036991579322,8848.079920319682,35.65240844215481,0,2
03/08/2020,00:00,8908.206055,8914.34375,8105.25293,8108.116211,39973102121,0,8108.116211,9030.38932023579,9084.455746570107,9108.650156104763,9111.250557262943,9099.477062502672,9078.879834389207,9053.471190575816,9026.039820844346,8840.717097341376,21.308810586102794,0,2
03/09/2020,00:00,8111.146484,8177.793457,7690.098145,7923.644531,46936995808,0,7923.644531,8924.985054594286,8995.162576141638,9032.198180291552,9045.272444692779,9042.119378039128,9028.65221250272,9009.164262749315,8986.66856049276,8831.591997178775,21.93146256952032,0,2
03/10/2020,00:00,7922.146973,8136.945313,7814.763184,7909.729492,42213940994,0,7909.729492,8828.294048632926,8911.667723515358,8959.780845563066,8982.186725098734,8986.880847012828,8980.00339856782,8966.049173700321,8948.206450903734,8822.419235933216,24.254367725872328,0,2
03/11/2020,00:00,7910.089844,7950.814453,7642.8125,7911.430176,38682762605,0,7911.430176,8740.973679810742,8834.726373706484,8892.145318494482,8922.700250148804,8934.419838670738,8933.543693238784,8924.691565947367,8911.17872680003,8813.354668172686,29.90090039251791,0,2
03/12/2020,00:00,7913.616211,7929.116211,4860.354004,4970.788086,53980357243,0,4970.788086,8381.9083851621,8537.500351575216,8639.15452930129,8703.149574362758,8741.071948296556,8761.249971184925,8769.63652751806,8770.4504896286,8775.120174817734,13.0893952149586,0,0
03/13/2020,00:00,5017.831055,5838.114746,4106.980957,5563.707031,74156772075,0,5563.707031,8113.508256194281,8308.747019223276,8440.738561668948,8528.736099731494,8586.078537696723,8622.226365089928,8643.91380216441,8655.92393753472,8743.165815177757,22.47443037575583,0,0
03/14/2020,00:00,5573.077637,5625.226563,5125.069336,5200.366211,36154506008,0,5200.366211,7836.066156651968,8069.640803206101,8231.682280980629,8343.826661468633,8420.921838833468,8473.449836651234,8508.872720157962,8532.511161587052,8707.914077822756,21.375222425066497,0,0
03/15/2020,00:00,5201.066895,5836.64502,5169.283203,5392.314941,33997889639,0,5392.314941,7603.327945637495,7863.692659959478,8048.49729130446,8179.853788109263,8273.184916987933,8339.487449883789,8386.654768034121,8420.361296566087,8674.923041635466,23.98244134023942,0,0
03/16/2020,00:00,5385.229492,5385.229492,4575.35791,5014.47998,45368026430,0,5014.47998,7356.770996529162,7644.52245380875,7852.754238962238,8003.999687658748,8114.223700549497,8194.92190771493,8254.412619483763,8298.722678117298,8638.500722614217,18.72273191050938,0,0
03/17/2020,00:00,5002.578125,5371.348633,4981.90918,5225.629395,38622642935,0,5225.629395,7153.805129716861,7458.453756977308,7683.26231354532,7849.64578251104,7973.3166612544,8065.822233249063,8135.636806758909,8188.969346577394,8604.541803931488,21.693832626141457,0,0
03/18/2020,00:00,5227.11377,5331.833984,5069.335938,5238.438477,37878801016,0,5238.438477,6971.3892580295405,7287.683350825208,7525.531743445623,7704.578709982649,7839.9079693395515,7942.892504716496,8022.02118598405,8083.593244092487,8571.048238489384,21.966285224232706,0,0
03/19/2020,00:00,5245.416504,6329.73584,5236.96875,6191.192871,51000731797,0,6191.192871,6897.084840217204,7203.337929300193,7439.445364578164,7620.501718928058,7759.48284259128,7866.731651076649,7950.223997161146,8016.007516482042,8547.368085579043,29.080731157907266,0,0
03/20/2020,00:00,6191.653809,6844.261719,5865.781738,6198.77832,54442976103,0,6198.77832,6830.579457339375,7126.064113200178,7359.402329444089,7541.517085654276,7683.350914659998,7794.211941029838,7881.539852958748,7951.10647375054,8523.999033185222,28.70681550974409,0,0
03/21/2020,00:00,6206.521484,6378.135254,5932.823242,6185.066406,42494390880,0,6185.066406,6769.102023878482,7053.679674184781,7283.638721479955,7466.158714562373,7610.263865457071,7724.249091680715,7815.011482489778,7888.033614188022,8500.726071720692,29.5632025760965,0,0
03/22/2020,00:00,6185.558105,6359.697266,5823.713867,5830.254883,40099664740,0,5830.254883,6679.688010461484,6959.570074862875,7189.872022223184,7375.275168364462,7523.43415899575,7641.901517390249,7737.177890352924,7814.541516645592,8474.154219096605,31.68802447466736,0,2
03/23/2020,00:00,5831.374512,6443.93457,5785.004395,6416.314941,46491916000,0,6416.314941,6654.604860988962,6917.781218411886,7139.965113757173,7321.999600177547,7469.428343483762,7588.615144503717,7685.379343319476,7764.604853229679,8453.678206379227,38.617369688134815,0,2
03/24/2020,00:00,6436.642578,6789.022949,6411.066406,6734.803711,48221910672,0,6734.803711,6662.242846704299,6903.706025534048,7113.8256684180005,7289.37760633435,7433.592995557725,7551.492908264425,7648.101867542242,7727.82624100719,8436.574977569484,41.51770839641383,0,2
03/25/2020,00:00,6738.716797,6892.51123,6536.92627,6681.062988,44590107888,0,6681.062988,6664.035241113413,6886.57963803143,7085.9054954878075,7255.58234976022,7396.88421470125,7513.648129122494,7610.17877422686,7690.441839114076,8419.107196578743,41.183698736026,0,2
03/26/2020,00:00,6675.170898,6735.463867,6590.962891,6716.44043,35319797642,0,6716.44043,6669.026211483563,6873.492006644397,7062.069039649885,7225.6300208846515,7363.691834959725,7478.986924812821,7575.13021170816,7655.656074502859,8402.165238702339,71.43202615875384,0,2
03/27/2020,00:00,6719.38916,6793.836426,6466.70166,6469.79834,34585598367,0,6469.79834,6650.052128485128,6842.438647671752,7023.858026769248,7183.639371946615,7320.0872742299825,7435.109160255742,7531.783863798036,7613.304012556328,8382.937707371966,62.15820198545378,0,2
03/28/2020,00:00,6467.253906,6467.500977,6117.837891,6242.193848,34885225901,0,6242.193848,6611.20848272464,6796.265970773925,6973.428079751878,7131.33684283847,7267.507107096812,7383.243277114188,7481.21170631576,7564.335792393603,8361.636773447868,64.50803664488461,0,2
03/29/2020,00:00,6245.624512,6250.467285,5920.085938,5922.042969,28373690931,0,5922.042969,6545.573671893721,6729.018047560547,6905.596782284015,7064.153849847444,7201.874710116479,7319.7128289353095,7420.067834264162,7505.682477272403,8337.362208229482,57.12244882917806,0,2
03/30/2020,00:00,5925.538574,6517.195801,5903.234375,6429.841797,37101651525,0,6429.841797,6534.55158857051,6706.004489825121,6874.902912265691,7028.914291355919,7164.214568013236,7281.0227840685575,7381.23544064596,7467.2595958341035,8318.381905630185,68.38760245775673,0,2
03/31/2020,00:00,6430.606445,6504.515137,6374.162109,6438.644531,32786468812,0,6438.644531,6525.417583087604,6685.438339146265,6846.75721024855,6996.1215268917,7128.820907671126,7244.3976426307945,7344.271091248079,7430.523343518599,8299.678051156254,66.633331992975,0,2
04/01/2020,00:00,6437.319336,6612.57373,6202.373535,6606.776367,40346426266,0,6606.776367,6533.1660386983085,6679.387418211937,6831.274575200257,6974.49124023105,7103.355320321315,7216.674978472934,7315.349729512861,7401.103808642935,8282.833258279077,67.9965788965538,0,2
04/02/2020,00:00,6606.776367,7088.247559,6595.918457,6793.624512,47660646124,0,6793.624512,6557.971607584183,6688.174886964865,6828.845538864756,6964.443088662659,7088.246500403202,7198.2814799306325,7294.889917061376,7379.408119477117,8268.015260803664,59.92227080607812,0,2
04/03/2020,00:00,6797.396484,7003.220703,6673.335938,6733.387207,38976504903,0,6733.387207,6574.6778551475945,6691.6527577368,6822.686936808966,6951.606650792511,7070.936290968899,7178.068685455388,7272.8702029413225,7356.335944031506,8252.745329920046,58.65509196455615,0,2
04/04/2020,00:00,6738.382813,6878.953613,6696.484863,6867.527344,33185988584,0,6867.527344,6602.5682826573475,6705.181572064739,6825.579866305162,6946.935578192926,7061.0139033118785,7164.566888000806,7256.974404551467,7338.87849403038,8238.962066378554,60.634092218545206,0,2
04/05/2020,00:00,6862.537598,6883.414063,6715.929199,6791.129395,29510409856,0,6791.129395,6620.5264838328385,6711.79294305976,6823.357255253216,6938.279679126653,7047.848805345445,7148.330475261641,7238.7059728043505,7319.316026207866,8224.555771140956,66.39481809569703,0,2
04/06/2020,00:00,6788.049805,7271.78125,6782.889648,7271.78125,46896904615,0,7271.78125,6682.550747277331,6754.868966670548,6852.28783555946,6956.807544175172,7058.772339231033,7153.697900250266,7240.003042498298,7317.618355629013,8215.075427647018,65.14092595288189,0,2
04/07/2020,00:00,7273.644043,7427.939453,7136.714355,7176.414551,44243482668,0,7176.414551,6729.585395250919,6787.295550080506,6873.199236555625,6969.007933443218,7064.510983707567,7154.685580717645,7237.509376165031,7312.575362606549,8204.740493551028,58.48634359877367,0,2
04/08/2020,00:00,7179.283203,7356.223633,7153.305664,7334.098633,37563249549,0,7334.098633,6787.158084560355,6829.357325689698,6902.934681487521,6989.290750085261,7077.661600746222,7162.486148208182,7241.29719015856,7313.344050834887,8196.077390460969,62.06717653123787,0,2
04/09/2020,00:00,7337.966309,7341.448242,7179.094238,7302.089355,34815139178,0,7302.089355,6836.199157935559,6865.721327944338,6928.686595907681,7006.668450358302,7088.609296075674,7168.555852851305,7243.68119662293,7312.942097412212,8187.181987123048,60.83545284264264,0,2
04/10/2020,00:00,7303.81543,7303.81543,6802.475098,6865.493164,43622840992,0,6865.493164,6838.989063275029,6865.703776871696,6924.609600300734,6998.825378893952,7077.725582315885,7155.379214205595,7228.850293382815,7296.961778361776,8174.0308545546595,56.8402024586737,0,2
04/11/2020,00:00,6867.44043,6926.069824,6789.920898,6859.083008,31222085946,0,6859.083008,6840.902772296455,6865.1944869584895,6920.382078216817,6991.061913844287,7067.060090885841,7142.496770457526,7214.349615524666,7281.323250848856,8160.946796379987,61.54692906759937,0,2
04/12/2020,00:00,6858.067871,7119.947266,6811.078125,6971.091797,35759567632,0,6971.091797,6853.301727030126,6873.34043388476,6923.653672977022,6989.952462908493,7062.378710696288,7135.0443803071985,7204.810093229581,7270.24355606854,8149.107443152326,71.29543358680698,0,2
04/13/2020,00:00,6965.616699,6965.616699,6668.259766,6845.037598,38619308647,0,6845.037598,6852.514667122495,6871.163292662856,6918.5816681397955,6981.901637080243,7051.776705198908,7122.435389772103,7190.70136792646,7255.057628994664,8136.131623797576,59.97424567028377,0,2
