Mode,Date,Price,Holding,Balance,Profit to Initial Balance
Hold Position Short,2016-01-04,430.061005,0.2650044318050311,112.18776772857966,0.0
Hold Position Closed,2016-01-05,433.069,0.0,109.6103311797863,9.6103311797863
Short,2016-01-05,433.069,0.25310130990624197,109.6103311797863,0.0
Hold Position Short,2016-01-06,431.855988,0.25310130990624197,109.6103311797863,0.0
Hold Position Short,2016-01-07,430.010986,0.25310130990624197,109.6103311797863,0.0
Hold Position Short,2016-01-08,457.537994,0.25310130990624197,109.6103311797863,0.0
Hold Position Short,2016-01-09,453.382996,0.25310130990624197,109.6103311797863,0.0
Hold Position Short,2016-01-10,448.238007,0.25310130990624197,109.6103311797863,0.0
Hold Position Short,2016-01-11,448.697998,0.25310130990624197,109.6103311797863,0.0
Hold Position Short,2016-01-12,448.182007,0.25310130990624197,109.6103311797863,0.0
Hold Position Closed,2016-01-13,434.665009,0.0,109.20637921126415,9.20637921126415
Short,2016-01-13,434.665009,0.25124262811609055,109.20637921126415,0.0
Hold Position Short,2016-01-14,432.287994,0.25124262811609055,109.20637921126415,0.0
Hold Position Short,2016-01-15,430.255005,0.25124262811609055,109.20637921126415,0.0
Take Profit Short,2016-01-16,365.072998,0.25124262811609055,126.69085895078804,-8.278100528259742
Short,2016-01-17,387.152008,0.3272380262348737,126.69085895078804,0.0
Hold Position Short,2016-01-18,381.733002,0.3272380262348737,126.69085895078804,0.0
Hold Position Short,2016-01-19,387.026001,0.3272380262348737,126.69085895078804,0.0
Hold Position Short,2016-01-20,379.73999,0.3272380262348737,126.69085895078804,0.0
Hold Position Short,2016-01-21,419.631989,0.3272380262348737,126.69085895078804,0.0
Hold Position Short,2016-01-22,409.751007,0.3272380262348737,126.69085895078804,0.0
Hold Position Short,2016-01-23,382.43399,0.3272380262348737,126.69085895078804,0.0
Hold Position Short,2016-01-24,388.10199,0.3272380262348737,126.69085895078804,0.0
Hold Position Closed,2016-01-25,402.316986,0.0,121.72830148217278,21.728301482172782
Short,2016-01-25,402.316986,0.30256813835390184,121.72830148217278,0.0
Hold Position Short,2016-01-26,392.002014,0.30256813835390184,121.72830148217278,0.0
Hold Position Short,2016-01-27,392.444,0.30256813835390184,121.72830148217278,0.0
Hold Position Short,2016-01-28,395.145996,0.30256813835390184,121.72830148217278,0.0
Hold Position Short,2016-01-29,380.108002,0.30256813835390184,121.72830148217278,0.0
Hold Position Short,2016-01-30,378.86499,0.30256813835390184,121.72830148217278,0.0
Hold Position Short,2016-01-31,378.292999,0.30256813835390184,121.72830148217278,0.0
Hold Position Short,2016-02-01,369.350006,0.30256813835390184,121.72830148217278,0.0
Hold Position Closed,2016-02-02,372.920013,0.0,112.83371408832286,12.833714088322864
Long,2016-02-02,372.920013,0.30256813835390184,112.83371408832286,0.0
Take Profit Long,2016-02-03,374.645996,0.30256813835390184,113.35594155146336,13.35594155146336
Long,2016-02-04,370.174011,0.30622339273694543,113.35594155146336,0.0
Take Profit Long,2016-02-05,388.89801,0.30622339273694543,119.08966805084653,19.089668050846527
Short,2016-02-06,386.588989,0.3080524056282589,119.08966805084653,0.0
Hold Position Short,2016-02-07,376.514008,0.3080524056282589,119.08966805084653,0.0
Hold Position Short,2016-02-08,376.756989,0.3080524056282589,119.08966805084653,0.0
Hold Position Short,2016-02-09,373.423004,0.3080524056282589,119.08966805084653,0.0
Hold Position Short,2016-02-10,376.145996,0.3080524056282589,119.08966805084653,0.0
Hold Position Short,2016-02-11,382.114014,0.3080524056282589,119.08966805084653,0.0
Hold Position Short,2016-02-12,379.686005,0.3080524056282589,119.08966805084653,0.0
Hold Position Short,2016-02-13,384.640991,0.3080524056282589,119.08966805084653,0.0
Hold Position Closed,2016-02-14,392.932007,0.0,117.13568609700319,17.135686097003187
Long,2016-02-14,392.932007,0.2981067564114297,117.13568609700319,0.0
Take Profit Long,2016-02-15,407.567993,0.2981067564114297,121.49877241034629,21.49877241034629
Long,2016-02-16,401.432007,0.30266339079022736,121.49877241034629,0.0
Take Profit Long,2016-02-17,407.656006,0.30266339079022736,123.38254905196126,23.382549051961263
Long,2016-02-18,416.571991,0.2961854174491565,123.38254905196126,0.0
Take Profit Long,2016-02-19,422.730011,0.2961854174491565,125.20646477632151,25.20646477632151
Long,2016-02-20,421.601013,0.2969785672130762,125.20646477632151,0.0
Take Profit Long,2016-02-21,437.77301,0.2969785672130762,130.0092012743557,30.00920127435569
Short,2016-02-22,438.989014,0.29615593358415043,130.0092012743557,0.0
Hold Position Short,2016-02-23,438.255005,0.29615593358415043,130.0092012743557,0.0
Hold Position Short,2016-02-24,420.955994,0.29615593358415043,130.0092012743557,0.0
Hold Position Short,2016-02-25,425.036987,0.29615593358415043,130.0092012743557,0.0
Hold Position Short,2016-02-26,424.628998,0.29615593358415043,130.0092012743557,0.0
Hold Position Short,2016-02-27,432.838989,0.29615593358415043,130.0092012743557,0.0
Hold Position Short,2016-02-28,432.571014,0.29615593358415043,130.0092012743557,0.0
Hold Position Short,2016-02-29,433.437988,0.29615593358415043,130.0092012743557,0.0
Hold Position Closed,2016-03-01,437.916992,0.0,129.69171559812293,29.691715598122926
Short,2016-03-01,437.916992,0.29615593358415043,129.69171559812293,0.0
Hold Position Short,2016-03-02,435.131012,0.29615593358415043,129.69171559812293,0.0
Hold Position Short,2016-03-03,423.911987,0.29615593358415043,129.69171559812293,0.0
Hold Position Short,2016-03-04,421.835999,0.29615593358415043,129.69171559812293,0.0
Hold Position Short,2016-03-05,410.781006,0.29615593358415043,129.69171559812293,0.0
Hold Position Short,2016-03-06,400.524994,0.29615593358415043,129.69171559812293,0.0
Hold Position Short,2016-03-07,407.756989,0.29615593358415043,129.69171559812293,0.0
Hold Position Short,2016-03-08,414.464996,0.29615593358415043,129.69171559812293,0.0
Hold Position Closed,2016-03-09,413.894012,0.0,122.57716752874956,22.577167528749555
Long,2016-03-09,413.894012,0.29615593358415043,122.57716752874956,0.0
Take Profit Long,2016-03-10,414.743988,0.29615593358415043,122.82889296455369,22.828892964553688
Long,2016-03-11,417.238007,0.29438567652959213,122.82889296455369,0.0
Take Profit Long,2016-03-12,421.605011,0.29438567652959213,124.11447639150113,24.114476391501128
Long,2016-03-13,411.64801,0.3015063194195962,124.11447639150113,0.0
Take Profit Long,2016-03-14,414.200989,0.3015063194195962,124.88421569334666,24.88421569334666
Long,2016-03-15,416.388,0.2999227059697846,124.88421569334666,0.0
Take Profit Long,2016-03-16,416.888,0.2999227059697846,125.03417704633155,25.03417704633155
Long,2016-03-17,417.889008,0.2992042735097056,125.03417704633155,0.0
Take Profit Long,2016-03-18,420.546997,0.2992042735097056,125.82945871407333,25.829458714073326
Long,2016-03-19,409.265015,0.3074522720053981,125.82945871407333,0.0
Take Profit Long,2016-03-20,410.401001,0.3074522720053981,126.17872019073965,26.178720190739654
Short,2016-03-21,413.417999,0.3052085794424728,126.17872019073965,0.0
Hold Position Short,2016-03-22,413.131989,0.3052085794424728,126.17872019073965,0.0
Hold Position Short,2016-03-23,418.161011,0.3052085794424728,126.17872019073965,0.0
Hold Position Short,2016-03-24,418.424011,0.3052085794424728,126.17872019073965,0.0
Hold Position Short,2016-03-25,416.507996,0.3052085794424728,126.17872019073965,0.0
Hold Position Short,2016-03-26,417.36499,0.3052085794424728,126.17872019073965,0.0
Hold Position Short,2016-03-27,418.140015,0.3052085794424728,126.17872019073965,0.0
Hold Position Short,2016-03-28,426.548004,0.3052085794424728,126.17872019073965,0.0
Hold Position Closed,2016-03-29,424.303986,0.0,122.85622356264042,22.856223562640423
Short,2016-03-29,424.303986,0.2895476536075728,122.85622356264042,0.0
Hold Position Short,2016-03-30,416.834015,0.2895476536075728,122.85622356264042,0.0
Hold Position Short,2016-03-31,415.256989,0.2895476536075728,122.85622356264042,0.0
Hold Position Short,2016-04-01,416.76001,0.2895476536075728,122.85622356264042,0.0
