unix,date,trade,price,open,high,low,close,balance
1602367200,2020-11-10 00:00:00,LONG,11296.082031,11296.082031,11428.813477,11288.62793,11384.181641,104.20965647451604
1602453600,2020-12-10 00:00:00,CLOSE,11555.363281,11392.635742,11698.467773,11240.686523,11555.363281,105.53558572787723
1602540000,2020-13-10 00:00:00,LONG,11548.719727,11548.719727,11548.984375,11321.224609,11425.899414,104.53558572787723
1603144800,2020-20-10 00:00:00,CLOSE,11916.334961,11745.974609,11999.917969,11681.480469,11916.334961,106.78449849689898
1603231200,2020-21-10 00:00:00,LONG,11913.077148,11913.077148,13184.566406,11900.928711,12823.689453,105.78449849689898
1603317600,2020-22-10 00:00:00,CLOSE,12965.891602,12801.635742,13161.59375,12717.09375,12965.891602,113.98183864727682
1603404000,2020-23-10 00:00:00,LONG,12971.548828,12971.548828,13015.961914,12752.647461,12931.539063,112.98183864727682
1603753200,2020-27-10 00:00:00,CLOSE,13654.21875,13075.242188,13759.668945,13060.837891,13654.21875,117.73859640984195
1603839600,2020-28-10 00:00:00,LONG,13654.214844,13654.214844,13837.695313,12932.250977,13271.285156,116.73859640984195
1604358000,2020-03-11 00:00:00,CLOSE,13950.300781,13550.451172,13984.981445,13325.441406,13950.300781,118.07732379799451
1604444400,2020-04-11 00:00:00,LONG,13950.488281,13950.488281,14218.766602,13580.47168,14133.707031,117.07732379799451
1604530800,2020-05-11 00:00:00,CLOSE,15579.848633,14133.733398,15706.404297,14102.088867,15579.848633,129.44396475051153
1604617200,2020-06-11 00:00:00,LONG,15579.729492,15579.729492,15903.4375,15226.839844,15565.880859,128.44396475051153
1605135600,2020-12-11 00:00:00,CLOSE,16276.34375,15701.298828,16305.003906,15534.771484,16276.34375,132.84519110078566
1605222000,2020-13-11 00:00:00,LONG,16276.44043,16276.44043,16463.177734,15992.152344,16317.808594,131.84519110078566
1605481200,2020-16-11 00:00:00,CLOSE,16716.111328,15955.577148,16816.181641,15880.706055,16716.111328,134.05262120798642
1605567600,2020-17-11 00:00:00,LONG,16685.691406,16685.691406,17782.919922,16564.544922,17645.40625,133.05262120798642
1605654000,2020-18-11 00:00:00,CLOSE,17804.005859,17645.191406,18393.949219,17352.90625,17804.005859,140.55042095669899
1605740400,2020-19-11 00:00:00,LONG,17803.861328,17803.861328,18119.546875,17382.554688,17817.089844,139.55042095669899
1605826800,2020-20-11 00:00:00,CLOSE,18621.314453,17817.083984,18773.226563,17765.794922,18621.314453,144.49821308877705
1605913200,2020-21-11 00:00:00,LONG,18621.316406,18621.316406,18936.621094,18444.359375,18642.232422,143.49821308877705
1606172400,2020-24-11 00:00:00,CLOSE,19107.464844,18365.015625,19348.271484,18128.65625,19107.464844,145.77208893127926
1606258800,2020-25-11 00:00:00,LONG,19104.410156,19104.410156,19390.964844,18581.146484,18732.121094,144.77208893127926
1606690800,2020-30-11 00:00:00,CLOSE,19625.835938,18178.322266,19749.263672,18178.322266,19625.835938,147.23618840573033
1606950000,2020-03-12 00:00:00,LONG,19205.925781,19205.925781,19566.191406,18925.785156,19445.398438,146.23618840573033
1607554800,2020-10-12 00:00:00,CLOSE,18264.992188,18553.298828,18553.298828,17957.064453,18264.992188,137.68109075279077
1608073200,2020-16-12 00:00:00,LONG,19418.818359,19418.818359,21458.908203,19298.316406,21310.597656,136.68109075279077
1608159600,2020-17-12 00:00:00,CLOSE,22805.162109,21308.351563,23642.660156,21234.675781,22805.162109,158.91101252840195
1608246000,2020-18-12 00:00:00,LONG,22806.796875,22806.796875,23238.601563,22399.8125,23137.960938,157.91101252840195
1608332400,2020-19-12 00:00:00,CLOSE,23869.832031,23132.865234,24085.855469,22826.472656,23869.832031,163.61860334449577
1608418800,2020-20-12 00:00:00,LONG,23861.765625,23861.765625,24209.660156,23147.710938,23477.294922,162.61860334449577
1608850800,2020-25-12 00:00:00,CLOSE,24664.791016,23733.570313,24710.101563,23463.673828,24664.791016,166.41033151283116
1608937200,2020-26-12 00:00:00,LONG,24677.015625,24677.015625,26718.070313,24522.689453,26437.037109,165.41033151283116
1609023600,2020-27-12 00:00:00,CLOSE,26272.294922,26439.373047,28288.839844,25922.769531,26272.294922,174.34247268400722
1609110000,2020-28-12 00:00:00,LONG,26280.822266,26280.822266,27389.111328,26207.640625,27084.808594,173.34247268400722
1609196400,2020-29-12 00:00:00,CLOSE,27362.4375,27081.810547,27370.720703,25987.298828,27362.4375,178.67180111930247
1609282800,2020-30-12 00:00:00,LONG,27360.089844,27360.089844,28937.740234,27360.089844,28840.953125,177.67180111930247
1609369200,2020-31-12 00:00:00,CLOSE,29001.720703,28841.574219,29244.876953,28201.992188,29001.720703,186.44895182795085
1609455600,2021-01-01 00:00:00,LONG,28994.009766,28994.009766,29600.626953,28803.585938,29374.152344,185.44895182795085
