unix,date,trade,price,open,high,low,close,position_size,balance
1601503200,2020-10-01 00:00:00,SHORT,10795.25488,10795.25488,10933.62402,10472.35645,10619.45215,0.009170695930803257,99.0
1601589600,2020-10-02 00:00:00,COVER,10575.97461,10619.82129,10657.83789,10416.68945,10575.97461,0.009170695930803257,101.04106220659239
1601676000,2020-10-03 00:00:00,SHORT,10575.10059,10575.10059,10598.94043,10511.12988,10549.3291,0.009459073295162525,100.03065158452647
1601848800,2020-10-05 00:00:00,COVER,10793.33984,10676.5293,10793.50781,10634.60059,10793.33984,0.009459073295162525,97.9557712184995
1601935200,2020-10-06 00:00:00,SHORT,10796.30664,10796.30664,10797.57813,10528.89063,10604.40625,0.00898235079272577,96.97621350631451
1602194400,2020-10-09 00:00:00,COVER,11064.45801,10927.91309,11102.67188,10846.85059,11064.45801,0.00898235079272577,94.55329311583746
1602280800,2020-10-10 00:00:00,SHORT,11059.14258,11059.14258,11442.21094,11056.94043,11296.36133,0.008464287308671185,93.6077601846791
1602367200,2020-10-11 00:00:00,COVER,11384.18164,11296.08203,11428.81348,11288.62793,11384.18164,0.008464287308671185,90.83847928370645
1602453600,2020-10-12 00:00:00,SHORT,11392.63574,11392.63574,11698.46777,11240.68652,11555.36328,0.007893704015754776,89.93009449086938
1603058400,2020-10-19 00:00:00,COVER,11742.03711,11495.03809,11799.09277,11408.29004,11742.03711,0.007893704015754776,87.15352663134375
1603144800,2020-10-20 00:00:00,SHORT,11745.97461,11745.97461,11999.91797,11681.48047,11916.33496,0.007345664725988226,86.28199136503031
1603231200,2020-10-21 00:00:00,COVER,12823.68945,11913.07715,13184.56641,11900.92871,12823.68945,0.007345664725988226,78.29500951398278
1603317600,2020-10-22 00:00:00,SHORT,12801.63574,12801.63574,13161.59375,12717.09375,12965.8916,0.006054855878819355,77.51205941884295
1603753200,2020-10-27 00:00:00,COVER,13654.21875,13075.24219,13759.66895,13060.83789,13654.21875,0.006054855878819355,72.30599899701154
1603839600,2020-10-28 00:00:00,SHORT,13654.21484,13654.21484,13837.69531,12932.25098,13271.28516,0.005242552563135255,71.58293900704143
1604444400,2020-11-04 00:00:00,COVER,14133.70703,13950.48828,14218.7666,13580.47168,14133.70703,0.005242552563135255,69.05126896715642
1604530800,2020-11-05 00:00:00,SHORT,14133.7334,14133.7334,15706.4043,14102.08887,15579.84863,0.0048367090522228795,68.36075627748485
1604617200,2020-11-06 00:00:00,COVER,15565.88086,15579.72949,15903.4375,15226.83984,15565.88086,0.0048367090522228795,61.37151201464256
1604703600,2020-11-07 00:00:00,SHORT,15565.88086,15565.88086,15737.0957,14423.20313,14833.75391,0.0039032675015923347,60.75779689449614
1605135600,2020-11-12 00:00:00,COVER,16276.34375,15701.29883,16305.00391,15534.77148,16276.34375,0.0039032675015923347,57.96307606897699
1605222000,2020-11-13 00:00:00,LONG,16276.44043,16276.44043,16463.17773,15992.15234,16317.80859,0.003525552503637137,57.96307606897699
